views,likes,comment_count,category_id
42033,2420,210,26
57553,341,208,25
890350,23424,2649,23
25150,160,0,25
17579,108,37,24
28664,151,513,25
100227,5574,447,26
30827,126,159,25
550573,21719,591,27
47385,2789,585,24
596592,58687,3527,10
1234695,48622,12794,20
783646,47529,3905,10
161925,2153,439,17
24843,2102,254,22
96404,3455,1427,28
699448,22240,1548,27
50628,1097,245,28
484109,38955,1747,26
126851,2609,166,19
80924,393,353,24
1584732,232974,17738,23
191854,12496,2082,22
122291,1371,628,25
6191,274,171,20
971780,80272,4421,28
4837982,62706,6127,17
287705,4156,3238,17
243258,7871,378,22
340422,12400,1231,26
29769,251,75,17
468223,13520,2805,26
142746,2575,388,27
137942,6889,973,27
128049,2488,608,24
8325,185,24,15
141009,8851,333,22
4178,16,3,29
1022239,46252,4253,28
93217,2813,1423,24
1175568,45586,3010,24
1108354,0,5063,10
65021,5001,399,23
321245,11072,918,2
822195,15999,1316,24
229570,9211,1152,2
169810,4233,765,27
451963,4418,2038,10
1012514,28334,1792,26
203774,5876,697,27
517358,17395,1210,28
37522,557,218,24
11133,366,50,22
451879,16805,1562,27
8486,30,0,25
454886,41484,2853,10
92537,12284,568,22
182778,6153,451,19
75451,497,148,25
171420,3333,299,28
171536,5424,704,27
381223,11674,1812,19
230595,16382,848,27
5243310,184755,24824,1
34811,119,61,26
49091,575,44,19
106000,3590,265,26
13670,70,7,15
9322,139,12,25
1897870,77948,3217,10
24543,880,31,1
539332,64735,2704,22
48603,2899,269,26
127452,3222,662,20
801247,14762,791,15
189798,9963,700,27
2413,110,7,28
1249424,12326,867,24
5427814,125164,16008,10
863283,54005,8773,23
253481,25030,1946,26
776383,24360,1546,23
810037,11701,1361,17
418930,24655,5248,15
84474,234,19,19
628223,25157,1461,23
16453,343,58,10
2668829,165437,18538,24
2353831,24662,2715,15
2234,18,4,22
7724,82,11,23
89890,582,313,28
83907,181,93,2
1949359,25261,2701,10
162079,9756,2271,26
1353171,4291,567,22
9459,238,61,22
258088,11800,1260,26
2229440,195151,13538,10
4871275,195097,11077,23
1437372,33670,2233,24
515573,8964,609,23
3466,83,19,28
614017,12752,1148,1
211793,6797,352,26
724015,39060,3626,10
543345,13042,1749,22
188166,8295,775,28
3876875,323623,137411,26
356248,8524,747,22
607715,18259,1326,10
979676,57795,6197,26
340129,10790,440,15
213170,1049,904,17
22371,503,21,22
569789,16615,1118,26
2454725,154761,8362,24
528061,23952,700,24
240008,19229,1238,26
1183915,82072,10286,24
460511,29292,1540,26
70502,3204,127,1
1766278,27915,1926,22
257269,12939,1869,26
1247284,23967,3840,27
91828,1145,105,24
2997335,381809,23925,10
2460354,224284,16642,24
1386313,16382,2212,24
3940749,103409,8432,23
802092,19983,1071,22
1402875,37177,7006,24
975327,7745,796,15
1048474,16166,2317,24
3951217,115174,4153,23
258521,2940,366,24
5224,522,71,28
188210,6197,437,27
7662,52,3,24
238791,7035,947,24
1603502,6239,568,1
10882,43,2,1
367012,26794,2109,23
2163062,38633,6416,1
1593449,19173,4335,22
73861,4009,207,22
5452904,44368,6256,26
985433,97405,6844,10
457181,15082,1002,22
1452367,40782,999,26
8930421,360921,18030,17
502880,5551,473,24
438129,12054,1518,24
1378937,78042,2599,10
1099860,37836,11470,24
61475,2230,164,28
9020,123,18,10
1180413,29897,2197,24
1166324,25124,3940,24
108662,5878,1630,1
151563,240,414,28
272859,2870,671,17
2086,9,0,24
2721,6,1,24
5482906,129477,16511,10
1722568,76678,9509,10
23983717,1326424,98177,10
391618,3622,673,24
334173,23449,3606,10
2582986,81483,15907,1
863246,88900,8748,10
611827,29669,4742,27
1349067,19305,1288,24
1863090,122570,5478,23
61251,1291,233,1
3089699,152779,9523,10
4203082,385173,20956,23
298216,30986,1576,10
1605040,113706,7514,10
305739,16269,964,23
99535,6487,611,10
5061758,105349,32871,24
358284,26454,2295,26
4290425,77142,26472,24
88878,1814,148,23
221254,10897,690,10
1786869,857,165,24
702753,11204,1478,24
753555,132790,10425,10
82852,545,452,25
311438,13101,1366,22
60546,5072,919,24
2013904,70625,4680,23
64984,3916,467,26
1035899,53171,5016,23
110559,4816,1222,26
1055667,50532,2519,10
261235,3083,386,24
816760,12252,2232,24
1911230,53473,7739,15
71618,347,889,25
1792542,65177,3081,28
31675237,1275142,1194249,24
42558,219,0,25
399424,36514,4020,26
43693,2110,449,1
2963329,12426,2116,24
892545,28200,1088,23
11324,163,17,1
108292,3177,670,10
12161,166,108,25
104785,1181,265,24
63792,3125,274,26
735271,20786,4894,19
53006,1806,589,24
98386,4795,102,24
524157,5463,851,15
700096,33259,2859,25
89832,2461,610,24
235267,7821,933,24
86000,447,335,25
170231,3683,575,26
1216942,110499,9573,10
243998,4839,554,17
34650,743,61,1
182186,1236,622,24
3617791,1321,585,1
48982,628,46,24
42512,164,197,25
1019288,25129,2831,23
31481,167,90,24
62187,3117,652,24
195603,2260,439,17
89629,7431,2829,26
594657,22951,608,27
931999,51726,3972,10
76340,1339,278,28
1266703,49249,12470,20
120802,1131,642,17
31215,2345,282,22
108642,3686,1523,28
726888,22788,1600,27
527677,40790,1668,26
170439,3304,190,19
782335,68497,3892,10
55643,477,348,22
84220,395,399,24
204533,13024,2338,22
1705198,240155,17423,23
12507,227,26,1
133334,1405,470,25
7637,296,188,20
121597,6170,497,26
1006165,81747,4636,28
5103093,64177,6259,17
307093,4334,3054,17
253757,8079,348,22
13193,62,0,25
358470,12892,1194,26
508785,14214,2945,26
156176,7407,1064,27
151305,2647,432,27
172605,9706,340,22
133098,2544,546,24
7406,26,3,29
1042327,46923,4284,28
1377512,55217,4023,24
8502,42,4,22
987,1,0,24
1146302,0,5165,10
343491,11379,914,2
9876,142,11,25
845497,16676,1383,24
208948,4989,943,27
49942,46,26,1
2178,15,4,28
232084,9265,1157,2
74166,5511,457,23
1073030,29508,1848,26
3393,12,2,15
214129,6010,713,27
461452,4458,2214,10
527222,17627,1216,28
43149,613,267,24
3551,1,0,22
164800,3500,161,22
466449,17047,1645,27
76889,500,149,25
96859,12662,646,22
495212,43245,2923,10
21063,72,1,24
130416,1812,110,24
199014,6359,487,19
209789,4007,392,28
25211,2372,184,24
175210,5490,699,27
45454,156,83,26
419185,12331,1843,19
5561937,188407,25193,1
234542,16565,875,27
55861,610,59,19
110507,3682,286,26
16180,79,6,15
26068,896,43,1
71452,5744,208,23
2341544,85033,3367,10
148372,3359,640,20
50530,2969,282,26
575711,66631,2821,22
812784,14843,793,15
5904231,129016,16242,10
203400,10474,714,27
2566,113,7,28
1281710,12592,889,24
263766,25655,1953,26
927505,55825,9028,23
785299,24562,1553,23
863095,12099,1411,17
428518,24906,5367,15
106998,284,21,19
641810,25382,1493,23
17653,379,60,10
2719127,166886,18793,24
2434279,25294,2859,15
8086,84,11,23
2377,18,4,22
95509,195,106,2
90080,583,315,28
2035552,26356,2770,10
277959,12448,1320,26
1389930,4606,637,22
9521,239,61,22
164365,9856,2297,26
2360351,199091,13632,10
5039847,197336,11150,23
1454223,33911,2194,24
525670,9074,612,23
3570,84,21,28
621820,12885,1154,1
216147,6900,360,26
43437,2547,208,15
769303,39962,3681,10
266911,10116,920,28
553818,13166,1770,22
3963050,326557,137991,26
372465,8738,741,22
654210,19555,1365,10
1005215,58618,5997,26
355153,10936,441,15
215603,1051,907,17
585765,16863,1136,26
24067,509,21,22
2612315,158766,8528,24
662688,28240,809,24
246944,19564,1230,26
1203464,82357,10306,24
468838,29553,1544,26
71767,3262,128,1
1838296,28416,1951,22
302719,14565,1933,26
94373,1161,105,24
2525116,227103,16754,24
1397713,16471,2221,24
3999438,104009,8495,23
9581344,190739,23746,10
517427,8533,2950,24
3071682,104694,12951,10
774516,6435,1225,24
31680160,1510621,109420,10
351968,5576,1061,1
283692,10749,1809,24
742624,19129,1704,17
92008,3810,484,27
262985,14979,2180,26
184153,15234,1761,24
614700,32623,4829,10
1589597,113644,10212,10
1236331,94874,4078,10
917144,38278,5772,27
41272,4377,640,23
2202524,29330,2092,24
86891,8451,946,22
3038222,87500,17054,1
223648,12745,1379,22
329266,9195,1110,22
2307087,137870,6149,23
12523,462,76,24
178878,4212,368,23
4005722,172185,10041,10
4834678,418086,22626,23
408986,9034,2018,17
211421,9946,771,10
449454,14771,2554,25
1628997,86583,57848,20
268199,19817,2729,24
1237587,137537,74431,26
2389842,136074,8261,10
182857,12743,1309,26
36124,349,76,1
117611,3834,601,27
379449,18411,1087,23
201556,1258,849,25
118865,2038,416,17
5547553,114335,35208,24
196774,7698,729,26
1137138,164032,12386,10
2676865,1379,273,24
297412,13129,865,10
5159133,88317,29890,24
158560,5862,1363,26
177486,16945,1090,10
1195356,56246,5224,23
33806,277,265,25
845131,12354,1656,24
45209,1496,78,1
93211,437,1083,25
2229045,73694,4877,23
1278273,53959,2666,10
465460,39539,4220,26
440784,29988,2405,26
984635,13527,2557,24
283808,3295,423,24
60790,2425,532,1
128687,3483,780,10
2187248,56040,8074,15
2170599,73044,3413,28
33998325,1325296,1281094,24
48411,239,0,25
3732355,13344,2200,24
1156212,33273,1163,23
142706,1302,320,24
344964,11141,1263,24
73084,3372,286,26
881807,22893,5207,19
263062,4993,557,17
56597,1887,594,24
113087,4962,108,24
590444,5748,875,15
1429039,119309,10243,10
207602,4212,641,26
16690,1580,138,23
98309,2573,627,24
44476,902,79,1
89912,456,350,25
3652424,1565,677,1
189949,1262,624,24
44328,167,199,25
55941,720,61,24
45845,236,145,24
1103504,26146,2890,23
12621,65,18,25
66415,3221,654,24
201894,2292,439,17
94382,7670,2906,26
935763,75981,4178,10
629886,23956,601,27
1053771,55154,4122,10
85064,1399,300,28
1287493,49626,12627,20
34141,2485,285,22
2439,35,4,17
116020,3816,1639,28
554922,41957,1692,26
192537,3689,215,19
745849,23122,1600,27
8110,302,197,20
943,1,0,1
66042,524,378,22
87198,395,394,24
1797345,245217,17761,23
211191,13306,2373,22
2604,27,0,22
133037,6498,527,26
136063,1424,475,25
1024008,82563,4657,28
264912,8384,354,22
13368,63,0,25
371820,13233,1221,26
51932,82,11,23
546286,14823,3045,26
156932,2688,434,27
8771,43,4,22
193086,10192,347,22
136995,2570,547,24
23755,206,26,10
50030,46,26,1
8025,29,3,29
1058470,47445,4374,28
2264,15,4,28
1108,2,0,24
356860,11573,919,2
252773,5953,1294,27
1655577,67454,4547,24
10286,143,11,25
12352,181,17,17
1175141,0,5246,10
80830,5810,489,23
233640,9296,1157,2
3577,12,2,15
1146641,30886,1933,26
48226,673,316,24
533496,17799,1226,28
867886,17338,1400,24
469612,4482,2216,10
21113,73,1,24
3746,2,0,22
166822,3538,161,22
100033,12901,646,22
77788,501,160,25
476362,17236,1678,27
533105,45076,2977,10
135104,1832,111,24
25892,2400,185,24
28266,508,56,10
248258,4642,453,28
214201,6514,504,19
178909,5550,709,27
52867,224,139,26
452501,12794,1941,19
61236,685,61,19
5791487,190827,25452,1
237705,16727,887,27
114372,3765,293,26
27477,916,43,1
73253,5820,208,23
17847,93,8,15
159066,3462,646,20
2736853,91174,3483,10
51916,3017,283,26
618154,68752,2919,22
825026,14940,793,15
1323090,12932,891,24
213748,10854,722,27
6286149,131824,16537,10
2701,116,7,28
973054,57108,9228,23
272576,26126,1961,26
792979,24756,1568,23
898422,12414,1452,17
436505,25146,5421,15
122059,328,22,19
649785,25653,1494,23
18471,395,62,10
2792376,168973,18940,24
2510144,25901,2883,15
8232,85,11,23
101082,208,113,2
2472,19,4,22
2090172,26797,2792,10
90179,587,315,28
294310,12964,1371,26
5179783,199176,11483,23
1411987,4774,637,22
166418,9951,2297,26
2467424,201742,13761,10
66367,3370,240,15
9560,239,61,22
1467369,34123,2188,24
535094,9247,635,23
3635,84,21,28
628368,12979,1162,1
220550,7015,365,26
809063,40638,3704,10
320792,11229,1000,28
305899,6967,1344,17
563246,7843,2362,24
136112,6642,941,24
679554,42681,4692,1
369656,25612,1380,23
459102,11972,1204,28
1648982,24625,3502,26
1357584,9762,4741,17
175035,27051,2058,24
71546,495,407,24
353924,7668,1222,27
304869,8787,4070,23
86668,260,359,25
75906,2883,312,15
1071973,22877,2813,24
25108,107,51,25
522888,21911,1558,23
251028,8734,638,15
232236,13782,1295,22
793688,10247,3581,24
12405276,225070,26663,10
131453,1715,256,24
3894819,117864,14103,10
1822519,105066,12439,24
15776,191,69,17
335783,3522,294,17
520049,7639,1440,1
435752,19222,2054,28
953806,7631,1480,24
417790,13878,2000,24
37728801,1629944,116255,10
400092,18242,2577,26
901580,20792,1908,17
11107,85,201,25
240827,16670,1885,24
484060,60911,6009,10
2480031,155591,5893,10
2198456,131351,10966,10
796517,37459,4988,10
1013075,24292,7063,24
609222,17400,3396,25
469809,11420,1700,22
1063717,41929,6101,27
194905,13726,1296,15
2644799,33787,2300,24
272393,14039,1453,22
229323,11241,2765,24
3279622,90666,18135,1
236584,5209,455,23
2599612,147077,6064,23
166844,4586,723,27
292863,11979,895,10
349218,22033,3198,24
618740,12251,2700,17
56842,430,89,1
4655253,184273,10425,10
5296906,439165,23638,23
1434077,152888,83298,26
1716705,88368,58525,20
3193672,155471,10176,10
240887,1465,918,25
129714,10877,5766,1
24047,264,125,24
297209,10005,852,26
44410,307,358,25
1333764,176934,13025,10
5869057,120173,34887,24
185388,7081,798,22
3396480,1546,349,24
54591,1637,84,1
341989,14329,935,10
181148,6378,1431,26
231788,18908,1188,10
221496,14228,1502,26
5806697,97384,32492,24
1251977,57625,5309,23
6826,34,19,25
942056,12867,1465,24
94683,440,1023,25
2361937,75709,4978,23
1407424,55734,3559,10
498072,32584,2764,26
507085,41190,3889,26
155424,1348,297,24
1088072,14135,2611,24
57943,1200,102,27
19006,92,19,28
66489,2576,491,1
137080,3622,847,10
2424701,57939,8417,15
2414794,79178,3641,28
1970,35,0,25
4416905,13824,2375,24
277410,30685,1458,23
27632,90,21,25
1299727,35830,1244,23
35983135,1370845,1321281,24
59043,1935,526,24
1614627,125837,10781,10
979217,24216,5359,19
78384,3514,329,26
32805,1931,156,23
26185,29,0,1
789,3,0,19
274748,5098,564,17
122342,5022,123,24
473078,14653,1507,24
91961,1438,180,24
52726,1036,84,1
247227,4733,722,26
104249,2661,635,24
92476,458,367,25
3675543,1739,638,1
194162,1275,628,24
79777,432,263,24
1159430,26814,2946,23
304017,3446,1925,2
70687,3319,662,24
2577,35,4,17
97139,7836,3128,26
1034042,79963,4334,10
36578,2601,296,22
1165379,58414,4243,10
93250,1467,311,28
664137,24795,616,27
208021,3921,218,19
121494,3893,1672,28
8370,308,203,20
1303515,49918,12600,20
74375,576,387,22
580033,42878,1694,26
1028,1,0,1
760822,23408,1671,27
5092,301,17,10
215961,13519,2364,22
1871160,248869,17943,23
142310,6736,538,26
2770,29,0,22
141538,1438,488,25
98835,4706,452,17
1035872,83125,4659,28
383368,13529,1269,26
13468,63,0,25
52038,82,11,23
31581,229,31,10
161185,2725,440,27
8938,43,4,22
584930,15454,3090,26
207036,10513,346,22
139580,2599,546,24
50117,46,26,1
8318,30,3,29
1072177,47874,4365,28
2332,15,4,28
1157,2,0,24
293639,6818,1543,27
369693,11754,929,2
1815314,73004,4870,24
10461,143,11,25
15895,228,20,17
1198005,0,5273,10
85520,6040,511,23
235025,9334,1152,2
1220619,32101,1968,26
51657,706,316,24
3711,12,2,15
538303,17912,1231,28
886727,17884,1425,24
472814,4491,2232,10
21150,73,1,24
3913,2,0,22
167952,3554,161,22
484353,17378,1653,27
102531,13085,657,22
138336,1848,113,24
26388,2417,185,24
277281,5031,406,28
28781,515,59,10
226262,6670,490,19
181739,5600,711,27
60697,267,219,26
478211,13173,1962,19
1807,6,0,23
65353,747,62,19
117072,3824,287,26
5986604,192698,25712,1
241441,16851,867,27
18739,96,8,15
89132,1981,87,28
28630,926,43,1
168969,3545,632,20
3053922,95363,3276,10
648993,70174,2935,22
53006,3064,279,26
834551,15011,795,15
223475,11180,740,27
6579609,133903,16639,10
1371599,13303,909,24
2840,119,7,28
1002679,57879,9228,23
3189905,71364,13578,24
782747,5910,1165,24
1711525,7716,1155,1
192042,29164,4886,22
746535,24437,4062,24
935866,39467,4136,23
1691139,15184,4837,24
2592824,28132,35908,25
235830,9376,501,24
718046,4760,1212,24
132893,766,461,24
216047,14047,1472,24
1000913,51255,5594,1
107016,322,232,25
772957,17025,1888,28
268248,7150,597,19
510630,31900,1817,23
739814,82003,7696,10
3257549,34528,5361,26
156669,8019,1015,27
1124072,8909,4117,17
868110,43336,3575,23
100723,1225,512,24
57393,2298,225,28
501513,11702,1407,26
311298,39083,2796,24
140079,717,631,24
41264,514,600,25
354886,1002,112,24
172930,4594,513,15
180314,477,568,25
87330,762,373,25
46598,722,154,28
38348,316,135,17
134541,10777,1297,27
417092,8528,1338,27
387165,9737,4838,23
26967,836,190,26
436472,11716,856,15
66874,5320,909,24
30396,186,468,25
1257354,25617,3257,24
613521,23829,1673,23
417635,3780,322,17
279452,15173,1407,22
234202,2595,323,24
883161,10730,3431,24
14409910,247120,30092,10
4366666,125009,14966,10
539805,21448,2319,28
1973426,110169,13007,24
632810,69691,6647,10
574144,8160,1573,1
90556,360,19,2
473165,15011,2034,24
1016525,7972,1625,24
449234,19205,2862,26
981884,21664,1967,17
256606,17118,1930,24
3806481,208334,7086,10
1129489,25322,7683,24
43067983,1717175,123379,10
2626460,142523,11476,10
944020,40840,5195,10
306433,16330,1387,15
673301,18269,3276,25
524220,12143,1562,22
345454,13479,2871,24
1117928,43301,4321,27
2985521,37345,2451,24
285897,14443,1273,22
49646,501,108,22
706629,13409,2647,17
3406481,92356,18519,1
189566,5004,704,27
2846237,153693,6464,23
249264,5293,463,23
355467,13295,980,10
382791,22881,3359,24
5263337,192996,10721,10
64261,447,83,1
44609,1823,124,19
3976296,172739,10518,10
5613554,452265,24206,23
1528291,159801,78990,26
1111674,91287,16563,24
1747746,89200,48452,20
3721,29,34,25
147740,11601,6440,1
243553,1472,913,25
47402,312,223,25
1467543,183383,13256,10
53000,445,12,24
3462190,1611,322,24
6062089,123467,35574,24
59609,1727,82,1
375663,15122,952,10
259371,19679,1368,10
196074,6673,1477,26
237862,14859,1446,26
34133,46,24,25
6263424,103930,30662,24
1286392,58513,5366,23
8004,38,15,25
20068,830,262,24
1001742,13136,1512,24
537545,34058,2845,26
1516733,57080,3617,10
67185,1286,109,27
2084,35,0,25
531566,42326,3968,26
2443384,76967,5014,23
2588376,83603,3736,28
1147297,14471,2649,24
143696,3726,904,10
70551,2668,494,1
20107,93,19,28
293630,31996,1526,23
2620061,59416,8529,15
5053825,14222,2424,24
29968,93,21,25
163472,1383,319,24
24311,176,42,28
37539570,1402578,1361580,24
85744,3665,332,26
40410,2155,162,23
1354670,36803,1299,23
107531,1705,248,24
26243,29,0,1
917,3,0,19
129124,5077,128,24
1823701,133400,11241,10
1065389,25277,5498,19
59596,1140,95,1
540857,16578,1700,24
198076,1286,637,24
107053,2709,644,24
93865,462,352,25
292015,5190,570,17
380530,3836,2034,2
3689210,1836,673,1
116925,649,417,24
1202392,27324,3060,23
74990,3428,685,24
2629,35,4,17
98780,7932,3117,26
1120978,83380,4452,10
38479,2656,305,22
1272955,60978,4316,10
690478,25400,640,27
125684,3948,1692,28
215442,4012,216,19
8493,309,203,20
1316002,50126,12664,20
595836,43506,1722,26
81165,602,388,22
774407,23638,1671,27
1082,2,1,1
5576,312,17,10
1924405,251227,18021,23
132029,5926,507,17
220164,13681,2397,22
2892,30,0,22
149550,6865,555,26
142825,1437,486,25
1044905,83454,4681,28
395783,13816,1266,26
13532,64,0,25
40775,257,33,10
52124,82,11,23
9046,45,4,22
625574,16025,3150,26
163727,2740,445,27
214676,10683,362,22
141520,2611,546,24
50168,46,26,1
1080873,48129,4366,28
8493,31,3,29
2384,15,4,28
1216,2,0,24
323160,7237,1707,27
378901,11876,937,2
18875,269,24,17
1896045,75614,5115,24
10579,144,10,25
1216232,0,5286,10
88663,6177,509,23
236036,9351,1153,2
1277105,33039,2035,26
53833,733,332,24
3820,12,2,15
543711,18008,1224,28
900285,18257,1459,24
475296,4504,2223,10
21175,73,1,24
4035,2,0,22
168913,3563,162,22
104235,13220,671,22
140520,1852,113,24
27095,2446,186,24
726453,48233,2126,24
1467488,74660,22251,20
1796354,260148,26674,10
114829,11492,4824,22
69052,652,88,24
564515,26005,2233,15
279691,2827,1545,23
218242,13683,2160,28
500658,8108,1315,1
409477,28355,3815,26
121952,11946,2226,28
201384,18690,1210,10
157496,4155,780,22
114276,2169,221,24
191953,6434,0,25
549511,11169,1229,10
140874,1383,2510,25
953710,90462,7389,23
212351,2084,344,24
372902,5969,1314,24
305833,1462,759,24
179422,5015,262,24
264826,24840,2944,26
235293,7171,392,24
16882,409,280,25
490426,13459,1303,25
999910,126363,35280,24
3492111,188444,13708,20
376845,46558,7750,10
26884,1661,227,1
192909,2343,717,24
54142,834,63,24
10765,1523,268,22
316092,2296,1170,25
161333,9297,1158,27
69660,1730,390,24
1638522,52244,6733,23
765436,40046,1820,28
205715,77,16,1
8941,590,25,24
2729389,28440,19533,23
169829,3337,308,1
46335,5446,748,27
1673927,70748,16272,1
273905,9969,817,28
585239,4450,2691,17
115934,4148,728,26
42649,454,47,24
89531,2232,275,24
91212,7676,473,10
393742,11658,4863,24
244198,6389,404,24
229000,10210,2039,26
1054594,27044,4197,1
1881659,43112,5676,24
945925,101382,11024,22
1407751,52032,3068,24
206200,19941,8614,22
349419,44197,4282,10
221145,6790,434,24
366897,23918,1611,26
162169,8462,1284,24
158676,8046,463,28
2093,43,47,25
177747,12450,1128,10
84490,4019,342,22
397229,4564,805,26
284884,22439,2127,1
20019,2689,80,24
846277,15077,1381,17
315661,1744,751,17
47287,3729,570,23
96897,2201,242,28
262626,7943,741,24
130612,6348,520,28
16976,314,53,24
159434,6628,843,26
326221,17935,1445,27
8285,733,127,10
95174,549,432,28
3472,426,63,19
36536,2741,463,15
6857215,129654,28041,24
138715,4462,524,1
67815,7086,434,10
224739,8493,330,17
54115,377,75,24
146218,6859,1411,26
270163,4140,504,27
36900,1595,183,26
255534,10544,758,27
889856,8258,729,15
1721172,10906,2857,24
108805,6369,595,24
294214,5021,1875,17
239189,11473,1103,28
434989,1170,672,25
92135,5187,254,17
416724,46141,7501,22
1722102,56636,5769,23
95988,1030,0,15
12820,356,42,24
60672,414,136,24
2845661,144641,11723,10
1275718,32648,5215,24
222260,8726,764,22
117844,8858,413,23
36787,895,69,24
91752,293,1414,25
1948561,74624,7430,24
294080,12355,487,17
2959136,18813,6107,24
606957,21736,3598,28
1933377,68754,4837,23
199113,1653,448,28
15753,66,94,25
59352,619,49,28
1086906,6543,2248,24
998908,58552,6969,10
1314250,2136,557,24
372636,4420,423,24
195654,1012,647,24
73427,3973,196,22
1138542,54856,5793,1
1459033,152431,12032,23
907516,6113,441,2
377012,12209,876,28
10991,135,64,25
272084,18934,1667,10
288889,28608,1261,23
219754,8723,463,27
944844,18270,2435,28
5263,73,147,25
4911266,45644,6212,26
585180,25890,1166,10
276679,7275,569,28
20612,245,389,24
497952,18311,2084,28
156568,1619,985,24
587990,34599,1980,23
850863,16191,1909,26
23634,131,23,29
370073,44591,3111,24
28124,1078,320,24
211040,14386,1629,27
38585,907,76,2
203229,503,611,25
232934,9256,926,26
113223,885,440,25
150386,744,687,24
3741,72,68,25
1768870,219626,20691,10
217630,5288,561,15
47090,343,148,17
4810,22,3,28
4950,102,13,24
546964,4573,1064,24
36241,210,544,25
408504,10268,5136,23
74210,5451,947,24
91186,3131,285,22
2691,20,20,25
14289,42,8,27
666191,25215,1782,23
451399,3857,320,17
25796,64,22,1
298003,15863,1446,22
5509,0,17,28
218855,7032,487,20
426322,4372,473,24
32477,1752,257,24
948294,11103,3474,24
18871288,293244,32777,10
5741781,141851,16547,10
2115715,115226,13568,24
827249,80660,7240,10
93903,364,20,2
83200,15262,881,1
615349,8495,1595,1
1722,17,1,17
481550,19876,2889,26
523207,16261,3898,24
7055170,291884,9221,10
529841,16314,2144,24
65371,296,49,17
57951412,1919583,133601,10
1237339,26744,8281,24
264383,17398,1948,24
3662495,169521,12821,10
460082,20268,1667,15
1329689,47497,5787,10
560358,12793,1659,22
859682,36801,2688,24
1199750,45344,4502,27
3638866,95251,19029,1
70828,613,119,22
518578,16637,1102,10
49115,1900,132,19
3277837,165039,7011,23
224317,5632,773,27
14089954,1065777,96579,10
1926144,40061,16007,23
187209,1249,236,28
439372,17772,5039,20
5247220,528400,28411,10
346077,6916,2764,24
3456702,150087,8586,24
396804,10285,886,10
311157,1982,1355,22
80760,1319,168,20
389236,12539,1734,24
515830,25836,3760,22
1092763,29809,6045,28
1438970,33976,5612,28
84322,921,165,24
103423,1248,272,22
2701996,91647,27735,20
675796,21666,8555,22
490320,6634,697,24
346318,43016,2748,10
4058571,374366,33397,10
913481,36609,1984,24
51240,6162,1260,23
213136,18500,4409,22
196050,5200,969,1
88949,1287,144,24
325790,42705,641,10
38001,2089,429,10
365794,2159,266,24
513446,12110,775,23
75016,420,388,25
101396,9357,763,23
192884,6832,473,27
835987,43238,1999,10
161605,15826,1476,24
117394,6108,463,24
700930,5524,2961,23
1063285,98220,4662,10
160857,11050,1356,27
840955,41071,5436,26
119991,1434,1027,25
97741,3894,604,22
966029,103296,7304,10
322582,6520,1532,22
391722,14049,1735,27
904193,31842,2856,15
436642,16469,1118,23
421443,7866,512,24
253075,2066,3718,25
1122598,12919,3048,24
289078,1801,206,24
38861,1505,300,22
789879,65003,5656,23
644782,9978,1758,1
458908,5844,486,1
629563,40786,3947,26
792858,62050,9460,10
48567,3142,302,10
9666,94,9,15
336835,2663,518,24
234975,7542,0,25
720285,5515,481,24
14865,216,72,24
776813,13889,1426,10
43036,2126,113,10
63856,209,363,25
197737,2988,405,24
109642,21080,2033,24
1452146,260,121,1
77213,3345,287,24
38805,458,76,24
1537598,160171,40823,24
62943,4781,528,10
572789,14753,1337,25
91620,17706,1176,10
3841519,195719,12234,20
160294,9684,515,10
94303,2082,491,24
9287,105,123,25
939608,44558,1958,28
558630,16590,1399,28
333661,2370,1363,25
31062,116,80,25
215860,11945,497,10
81320,695,68,24
1970231,57889,7765,23
106216,5202,874,15
103738,2238,63,17
300594,17110,359,24
128710,6135,628,24
1941227,76807,17805,1
524944,50329,2989,10
2865089,29078,19344,23
634197,4603,2799,17
56417,1740,152,19
133987,4366,743,26
292482,7079,420,24
278739,22672,9118,22
377927,14519,2824,26
16546,663,30,24
1170713,112591,11769,22
1179146,28435,4443,1
1682367,57854,3404,24
61240,5609,554,1
285860,8021,393,24
431339,26528,1725,26
381417,44890,4329,10
183948,8839,487,28
176772,8975,1351,24
239993,14435,1057,10
884,11,2,22
121774,2442,299,28
3875,22,3,15
887367,6095,703,1
353484,24968,2271,1
14996,132,163,25
60312,4265,637,23
487903,5553,728,26
15723,979,143,10
336149,8766,807,24
375145,7191,571,28
2992,28,1,28
339194,1803,789,17
137880,5367,478,22
874505,15271,1405,17
421624,21268,1765,27
200087,7207,945,26
98654,554,433,28
252858,8754,339,17
165762,7357,1492,26
60908,389,77,24
126300,7360,690,24
331016,11225,808,27
290792,4304,509,27
48076,1791,202,26
1032668,9130,780,15
7500652,136078,29351,24
2612,4,0,22
1851728,11338,3097,24
325084,5230,1843,17
126029,6025,322,17
287364,12694,1240,28
156961,1412,0,15
436245,1170,623,25
76878,500,178,24
439165,48128,7731,22
1836840,58717,5942,23
3473593,157989,12047,10
52839,1034,96,24
1378152,33869,4460,24
6982,7,2,24
130382,9431,419,23
232608,8933,770,22
2469858,77609,5210,23
327906,12955,489,17
676918,22948,3816,28
93897,298,1205,25
2046247,76583,7556,24
447498,4803,446,24
16888,69,68,25
75723,659,51,28
212076,1696,454,28
2082148,3273,866,24
1192043,63533,7421,10
1116891,6682,2294,24
6491,15,8,2
